,date,Tavg,RH_avg,RR,ddd_x,ff_avg,station_name,flood
836,2018-09-18,29.3,58.0,1.4,60.0,7.0,Stasiun Klimatologi Banten,0
837,2018-09-19,28.6,34.0,1.4,70.0,6.0,Stasiun Klimatologi Banten,0
838,2018-09-20,28.2,74.0,1.4,60.0,4.0,Stasiun Klimatologi Banten,0
839,2018-09-21,27.6,76.0,1.4,50.0,3.0,Stasiun Klimatologi Banten,0
840,2018-09-22,29.1,68.0,1.4,80.0,6.0,Stasiun Klimatologi Banten,0
841,2018-09-23,29.2,70.0,1.4,80.0,4.0,Stasiun Klimatologi Banten,0
842,2018-09-24,28.0,70.0,1.4,90.0,5.0,Stasiun Klimatologi Banten,0
843,2018-09-25,28.4,68.0,1.4,240.0,5.0,Stasiun Klimatologi Banten,0
844,2018-09-26,28.9,69.0,1.4,90.0,3.0,Stasiun Klimatologi Banten,0
845,2018-09-27,28.5,75.0,9.0,15.0,5.0,Stasiun Klimatologi Banten,0
846,2018-09-28,28.9,65.0,0.5,50.0,7.0,Stasiun Klimatologi Banten,0
847,2018-09-29,29.1,63.0,1.4,170.0,4.0,Stasiun Klimatologi Banten,0
848,2018-09-30,29.3,64.0,1.4,180.0,4.0,Stasiun Klimatologi Banten,0
849,2018-10-01,29.4,68.0,1.4,90.0,4.0,Stasiun Klimatologi Banten,0
850,2018-10-02,29.1,71.0,1.4,90.0,4.0,Stasiun Klimatologi Banten,0
851,2018-10-03,29.7,72.0,1.4,180.0,4.0,Stasiun Klimatologi Banten,0
852,2018-10-04,30.0,72.0,1.4,90.0,5.0,Stasiun Klimatologi Banten,0
853,2018-10-05,30.3,68.0,0.3,90.0,3.0,Stasiun Klimatologi Banten,0
854,2018-10-06,29.8,69.0,1.4,340.0,5.0,Stasiun Klimatologi Banten,0
855,2018-10-07,29.5,59.0,1.4,60.0,8.0,Stasiun Klimatologi Banten,0
856,2018-10-08,29.5,60.0,1.4,50.0,6.0,Stasiun Klimatologi Banten,0
857,2018-10-09,30.0,54.0,1.4,80.0,4.0,Stasiun Klimatologi Banten,0
858,2018-10-10,29.4,66.0,1.4,200.0,4.0,Stasiun Klimatologi Banten,0
859,2018-10-11,30.1,66.0,1.4,60.0,6.0,Stasiun Klimatologi Banten,0
860,2018-10-12,29.3,70.0,1.4,80.0,8.0,Stasiun Klimatologi Banten,0
861,2018-10-13,29.5,67.0,1.4,280.0,3.0,Stasiun Klimatologi Banten,0
862,2018-10-14,29.7,66.0,1.4,350.0,4.0,Stasiun Klimatologi Banten,0
863,2018-10-15,29.9,68.0,1.4,120.0,4.0,Stasiun Klimatologi Banten,0
864,2018-10-16,29.5,72.0,1.4,140.0,3.0,Stasiun Klimatologi Banten,0
865,2018-10-17,29.3,69.0,1.4,80.0,4.0,Stasiun Klimatologi Banten,0
866,2018-10-18,29.3,67.0,1.4,140.0,7.0,Stasiun Klimatologi Banten,0
867,2018-10-19,29.4,70.0,8.3,180.0,2.0,Stasiun Klimatologi Banten,0
868,2018-10-20,28.1,74.0,1.4,190.0,3.0,Stasiun Klimatologi Banten,0
869,2018-10-21,29.7,69.0,0.5,40.0,6.0,Stasiun Klimatologi Banten,0
870,2018-10-22,29.7,72.0,1.4,100.0,4.0,Stasiun Klimatologi Banten,0
871,2018-10-23,27.2,82.0,27.0,270.0,5.0,Stasiun Klimatologi Banten,0
872,2018-10-24,29.3,70.0,10.5,130.0,4.0,Stasiun Klimatologi Banten,0
873,2018-10-25,29.1,71.0,0.4,80.0,4.0,Stasiun Klimatologi Banten,0
874,2018-10-26,29.6,71.0,1.4,320.0,4.0,Stasiun Klimatologi Banten,0
875,2018-10-27,28.2,79.0,19.1,80.0,3.0,Stasiun Klimatologi Banten,0
876,2018-10-28,28.4,80.0,26.7,140.0,5.0,Stasiun Klimatologi Banten,0
877,2018-10-29,28.5,80.0,21.2,230.0,3.0,Stasiun Klimatologi Banten,0
878,2018-10-30,28.8,76.0,1.4,270.0,4.0,Stasiun Klimatologi Banten,0
879,2018-10-31,29.2,71.0,1.4,180.0,3.0,Stasiun Klimatologi Banten,0
880,2018-11-01,29.0,73.0,1.4,320.0,4.0,Stasiun Klimatologi Banten,0
881,2018-11-02,29.2,72.0,1.2,70.0,5.0,Stasiun Klimatologi Banten,0
882,2018-11-03,27.7,76.0,1.4,180.0,3.0,Stasiun Klimatologi Banten,0
883,2018-11-04,29.0,75.0,1.3,270.0,4.0,Stasiun Klimatologi Banten,0
884,2018-11-05,29.2,74.0,1.4,320.0,4.0,Stasiun Klimatologi Banten,0
885,2018-11-06,27.1,81.0,1.4,140.0,3.0,Stasiun Klimatologi Banten,0
886,2018-11-07,27.1,84.0,6.1,270.0,4.0,Stasiun Klimatologi Banten,0
887,2018-11-08,27.7,83.0,12.5,250.0,3.0,Stasiun Klimatologi Banten,0
888,2018-11-09,26.3,90.0,1.5,280.0,4.0,Stasiun Klimatologi Banten,1
889,2018-11-10,27.2,84.0,7.6,180.0,2.0,Stasiun Klimatologi Banten,0
890,2018-11-11,27.1,84.0,0.3,80.0,4.0,Stasiun Klimatologi Banten,0
891,2018-11-12,27.4,85.0,1.1,80.0,4.0,Stasiun Klimatologi Banten,1
892,2018-11-13,26.7,84.0,0.2,260.0,4.0,Stasiun Klimatologi Banten,0
893,2018-11-14,28.4,75.0,2.8,200.0,6.0,Stasiun Klimatologi Banten,0
894,2018-11-15,30.0,69.0,1.4,220.0,4.0,Stasiun Klimatologi Banten,0
895,2018-11-16,30.9,65.0,0.2,230.0,4.0,Stasiun Klimatologi Banten,0
896,2018-11-17,30.0,70.0,1.4,330.0,5.0,Stasiun Klimatologi Banten,0
897,2018-11-18,28.2,80.0,1.4,60.0,3.0,Stasiun Klimatologi Banten,0
898,2018-11-19,29.4,74.0,4.7,90.0,4.0,Stasiun Klimatologi Banten,0
899,2018-11-20,28.7,75.0,1.4,320.0,4.0,Stasiun Klimatologi Banten,0
900,2018-11-21,28.1,76.0,1.4,230.0,6.0,Stasiun Klimatologi Banten,0
901,2018-11-22,29.4,74.0,1.4,230.0,5.0,Stasiun Klimatologi Banten,0
902,2018-11-23,28.0,80.0,1.4,50.0,3.0,Stasiun Klimatologi Banten,0
903,2018-11-24,27.3,81.0,57.6,50.0,5.0,Stasiun Klimatologi Banten,0
904,2018-11-25,27.4,83.0,0.4,90.0,7.0,Stasiun Klimatologi Banten,0
905,2018-11-26,27.1,82.0,6.2,170.0,4.0,Stasiun Klimatologi Banten,0
906,2018-11-27,27.2,81.0,1.4,120.0,5.0,Stasiun Klimatologi Banten,0
907,2018-11-28,26.8,89.0,65.4,200.0,4.0,Stasiun Klimatologi Banten,1
908,2018-11-30,27.5,83.0,0.7,250.0,1.0,Stasiun Klimatologi Banten,0
909,2018-12-01,28.4,79.0,1.4,160.0,1.0,Stasiun Klimatologi Banten,0
910,2018-12-02,29.1,75.0,1.4,260.0,2.0,Stasiun Klimatologi Banten,0
911,2018-12-03,26.6,90.0,1.0,60.0,1.0,Stasiun Klimatologi Banten,0
912,2018-12-04,27.2,85.0,18.9,210.0,1.0,Stasiun Klimatologi Banten,1
913,2018-12-05,27.6,83.0,21.0,180.0,1.0,Stasiun Klimatologi Banten,0
914,2018-12-06,27.5,84.0,0.4,80.0,1.0,Stasiun Klimatologi Banten,0
915,2018-12-07,28.8,78.0,2.0,60.0,1.0,Stasiun Klimatologi Banten,0
916,2018-12-08,27.9,81.0,0.8,250.0,1.0,Stasiun Klimatologi Banten,0
917,2018-12-09,27.8,84.0,1.4,60.0,1.0,Stasiun Klimatologi Banten,0
918,2018-12-10,25.9,93.0,9.8,270.0,1.0,Stasiun Klimatologi Banten,1
919,2018-12-11,27.3,88.0,18.8,120.0,1.0,Stasiun Klimatologi Banten,1
920,2018-12-12,26.8,87.0,84.0,260.0,1.0,Stasiun Klimatologi Banten,1
921,2018-12-13,27.8,84.0,33.2,80.0,1.0,Stasiun Klimatologi Banten,1
922,2018-12-14,28.5,79.0,4.5,270.0,4.0,Stasiun Klimatologi Banten,0
923,2018-12-15,27.6,80.0,1.4,270.0,3.0,Stasiun Klimatologi Banten,0
924,2018-12-16,28.3,76.0,1.4,250.0,3.0,Stasiun Klimatologi Banten,0
925,2018-12-17,30.0,69.0,1.4,240.0,2.0,Stasiun Klimatologi Banten,0
926,2018-12-18,28.9,75.0,1.4,130.0,2.0,Stasiun Klimatologi Banten,0
927,2018-12-19,27.8,82.0,0.2,80.0,2.0,Stasiun Klimatologi Banten,0
928,2018-12-20,28.6,76.0,2.0,270.0,2.0,Stasiun Klimatologi Banten,0
929,2018-12-21,28.6,72.0,1.4,250.0,2.0,Stasiun Klimatologi Banten,0
930,2018-12-22,28.4,78.0,1.4,250.0,2.0,Stasiun Klimatologi Banten,0
931,2018-12-23,26.7,80.0,1.4,320.0,4.0,Stasiun Klimatologi Banten,0
932,2018-12-24,27.7,77.0,1.4,250.0,4.0,Stasiun Klimatologi Banten,0
933,2018-12-25,27.1,83.0,1.4,230.0,3.0,Stasiun Klimatologi Banten,0
934,2018-12-26,26.2,87.0,1.1,260.0,2.0,Stasiun Klimatologi Banten,0
935,2018-12-27,27.6,79.0,1.4,240.0,3.0,Stasiun Klimatologi Banten,0
936,2018-12-28,28.6,76.0,1.4,260.0,4.0,Stasiun Klimatologi Banten,0
937,2018-12-29,28.9,76.0,1.4,280.0,4.0,Stasiun Klimatologi Banten,0
938,2018-12-30,29.8,73.0,1.4,240.0,4.0,Stasiun Klimatologi Banten,0
939,2018-12-31,28.4,77.0,1.4,250.0,3.0,Stasiun Klimatologi Banten,0
940,2019-01-01,25.4,88.0,16.1,250.0,3.0,Stasiun Klimatologi Banten,0
941,2019-01-02,27.3,81.0,1.0,280.0,3.0,Stasiun Klimatologi Banten,0
942,2019-01-03,27.4,76.0,4.5,260.0,4.0,Stasiun Klimatologi Banten,0
943,2019-01-04,28.7,73.0,1.4,280.0,3.0,Stasiun Klimatologi Banten,0
944,2019-01-05,28.0,76.0,1.4,90.0,2.0,Stasiun Klimatologi Banten,0
945,2019-01-06,28.3,79.0,46.0,230.0,1.0,Stasiun Klimatologi Banten,0
946,2019-01-07,29.1,78.0,1.4,90.0,2.0,Stasiun Klimatologi Banten,0
947,2019-01-08,27.9,84.0,1.4,240.0,1.0,Stasiun Klimatologi Banten,0
948,2019-01-09,28.0,84.0,3.5,40.0,1.0,Stasiun Klimatologi Banten,0
949,2019-01-10,27.2,86.0,16.6,250.0,2.0,Stasiun Klimatologi Banten,0
950,2019-01-11,28.2,81.0,1.1,280.0,2.0,Stasiun Klimatologi Banten,0
951,2019-01-12,29.0,80.0,1.4,320.0,2.0,Stasiun Klimatologi Banten,0
952,2019-01-13,27.8,86.0,0.5,340.0,1.0,Stasiun Klimatologi Banten,1
953,2019-01-14,26.5,88.0,30.2,140.0,2.0,Stasiun Klimatologi Banten,0
954,2019-01-15,27.7,84.0,1.4,250.0,2.0,Stasiun Klimatologi Banten,0
955,2019-01-16,26.7,89.0,1.4,270.0,1.0,Stasiun Klimatologi Banten,0
956,2019-01-17,26.9,86.0,7.1,270.0,3.0,Stasiun Klimatologi Banten,0
957,2019-01-18,27.5,86.0,2.0,200.0,2.0,Stasiun Klimatologi Banten,0
958,2019-01-19,26.7,86.0,0.8,280.0,1.0,Stasiun Klimatologi Banten,0
959,2019-01-20,27.9,82.0,2.6,330.0,1.0,Stasiun Klimatologi Banten,0
960,2019-01-21,26.1,92.0,1.4,190.0,1.0,Stasiun Klimatologi Banten,0
961,2019-01-22,24.8,94.0,45.3,270.0,1.0,Stasiun Klimatologi Banten,1
962,2019-01-23,26.6,90.0,24.0,250.0,2.0,Stasiun Klimatologi Banten,0
963,2019-01-24,27.6,83.0,1.4,290.0,2.0,Stasiun Klimatologi Banten,0
964,2019-01-25,25.9,90.0,26.4,270.0,1.0,Stasiun Klimatologi Banten,0
965,2019-01-26,27.6,87.0,19.2,260.0,2.0,Stasiun Klimatologi Banten,0
966,2019-01-27,26.9,90.0,7.5,290.0,2.0,Stasiun Klimatologi Banten,0
967,2019-01-28,27.3,88.0,2.9,310.0,2.0,Stasiun Klimatologi Banten,0
968,2019-01-29,27.8,85.0,0.2,290.0,2.0,Stasiun Klimatologi Banten,0
969,2019-01-30,27.2,85.0,24.5,270.0,2.0,Stasiun Klimatologi Banten,0
970,2019-01-31,26.7,86.0,1.4,250.0,2.0,Stasiun Klimatologi Banten,0
971,2019-02-01,25.8,90.0,1.4,240.0,1.0,Stasiun Klimatologi Banten,0
972,2019-02-02,27.3,87.0,32.4,320.0,1.0,Stasiun Klimatologi Banten,0
973,2019-02-03,28.2,84.0,1.4,300.0,2.0,Stasiun Klimatologi Banten,0
974,2019-02-04,27.3,85.0,1.3,270.0,2.0,Stasiun Klimatologi Banten,0
975,2019-02-05,27.0,88.0,15.0,250.0,2.0,Stasiun Klimatologi Banten,0
976,2019-02-06,28.3,86.0,6.4,240.0,2.0,Stasiun Klimatologi Banten,0
977,2019-02-07,28.6,81.0,1.4,290.0,2.0,Stasiun Klimatologi Banten,0
978,2019-02-08,28.0,83.0,1.4,320.0,2.0,Stasiun Klimatologi Banten,0
979,2019-02-09,27.3,86.0,1.4,300.0,1.0,Stasiun Klimatologi Banten,0
980,2019-02-10,28.3,82.0,1.4,250.0,2.0,Stasiun Klimatologi Banten,0
981,2019-02-11,27.6,84.0,3.0,190.0,2.0,Stasiun Klimatologi Banten,1
982,2019-02-12,27.4,85.0,2.5,350.0,1.0,Stasiun Klimatologi Banten,1
983,2019-02-13,28.1,83.0,1.4,270.0,1.0,Stasiun Klimatologi Banten,0
984,2019-02-14,28.3,80.0,0.0,260.0,2.0,Stasiun Klimatologi Banten,0
985,2019-02-15,28.1,82.0,1.4,310.0,2.0,Stasiun Klimatologi Banten,0
986,2019-02-16,27.8,84.0,1.4,320.0,1.0,Stasiun Klimatologi Banten,1
987,2019-02-17,27.5,84.0,77.4,270.0,2.0,Stasiun Klimatologi Banten,1
988,2019-02-18,28.3,80.0,1.4,300.0,1.0,Stasiun Klimatologi Banten,0
989,2019-02-19,28.0,81.0,1.4,100.0,1.0,Stasiun Klimatologi Banten,1
990,2019-02-20,27.7,84.0,0.0,80.0,1.0,Stasiun Klimatologi Banten,1
991,2019-02-21,27.3,87.0,1.3,40.0,1.0,Stasiun Klimatologi Banten,0
992,2019-02-22,27.0,89.0,5.7,260.0,2.0,Stasiun Klimatologi Banten,0
993,2019-02-23,26.7,86.0,3.8,290.0,2.0,Stasiun Klimatologi Banten,0
994,2019-02-24,27.8,85.0,8.2,20.0,1.0,Stasiun Klimatologi Banten,0
995,2019-02-25,28.4,83.0,1.4,160.0,2.0,Stasiun Klimatologi Banten,0
996,2019-02-26,28.7,80.0,1.8,100.0,2.0,Stasiun Klimatologi Banten,1
997,2019-02-27,29.5,79.0,1.4,50.0,2.0,Stasiun Klimatologi Banten,0
998,2019-02-28,29.3,81.0,1.4,210.0,1.0,Stasiun Klimatologi Banten,0
999,2019-03-01,27.4,87.0,1.4,140.0,1.0,Stasiun Klimatologi Banten,0
1000,2019-03-02,27.7,86.0,4.1,270.0,1.0,Stasiun Klimatologi Banten,1
1001,2019-03-03,26.6,90.0,22.2,240.0,1.0,Stasiun Klimatologi Banten,0
1002,2019-03-04,28.0,82.0,5.0,30.0,1.0,Stasiun Klimatologi Banten,0
1003,2019-03-05,26.9,87.0,27.5,320.0,1.0,Stasiun Klimatologi Banten,0
1004,2019-03-06,25.1,91.0,15.5,270.0,1.0,Stasiun Klimatologi Banten,0
1005,2019-03-07,26.8,84.0,3.1,250.0,1.0,Stasiun Klimatologi Banten,0
1006,2019-03-08,28.4,77.0,1.4,170.0,1.0,Stasiun Klimatologi Banten,0
1007,2019-03-09,27.5,81.0,1.4,240.0,2.0,Stasiun Klimatologi Banten,0
1008,2019-03-10,28.1,78.0,1.4,270.0,2.0,Stasiun Klimatologi Banten,0
1009,2019-03-11,26.9,85.0,1.4,290.0,2.0,Stasiun Klimatologi Banten,0
1010,2019-03-12,27.6,82.0,1.4,280.0,2.0,Stasiun Klimatologi Banten,0
1011,2019-03-13,27.6,83.0,6.2,280.0,1.0,Stasiun Klimatologi Banten,0
1012,2019-03-14,27.2,83.0,7.5,270.0,1.0,Stasiun Klimatologi Banten,0
1013,2019-03-15,28.5,82.0,1.4,290.0,1.0,Stasiun Klimatologi Banten,0
1014,2019-03-16,27.6,81.0,0.8,250.0,3.0,Stasiun Klimatologi Banten,0
1015,2019-03-17,27.5,81.0,1.4,260.0,1.0,Stasiun Klimatologi Banten,0
1016,2019-03-18,27.4,84.0,1.4,250.0,2.0,Stasiun Klimatologi Banten,0
1017,2019-03-19,26.5,86.0,1.6,260.0,4.0,Stasiun Klimatologi Banten,0
1018,2019-03-20,27.7,83.0,1.4,200.0,2.0,Stasiun Klimatologi Banten,0
1019,2019-03-21,27.2,84.0,1.4,210.0,1.0,Stasiun Klimatologi Banten,0
1020,2019-03-22,27.8,85.0,31.6,250.0,3.0,Stasiun Klimatologi Banten,0
1021,2019-03-23,27.6,82.0,1.4,210.0,3.0,Stasiun Klimatologi Banten,0
1022,2019-03-24,28.2,81.0,1.4,260.0,3.0,Stasiun Klimatologi Banten,0
1023,2019-03-25,27.2,83.0,1.4,250.0,2.0,Stasiun Klimatologi Banten,0
1024,2019-03-26,28.5,82.0,0.5,280.0,2.0,Stasiun Klimatologi Banten,0
1025,2019-03-27,27.6,86.0,19.0,290.0,1.0,Stasiun Klimatologi Banten,0
1026,2019-03-28,28.5,80.0,0.7,180.0,2.0,Stasiun Klimatologi Banten,0
1027,2019-03-29,28.1,77.0,1.4,160.0,1.0,Stasiun Klimatologi Banten,0
1028,2019-03-30,28.8,75.0,1.4,90.0,1.0,Stasiun Klimatologi Banten,0
1029,2019-03-31,27.9,80.0,1.4,230.0,1.0,Stasiun Klimatologi Banten,1
1030,2019-04-01,26.9,82.0,7.5,260.0,1.0,Stasiun Klimatologi Banten,0
1031,2019-04-02,27.5,84.0,47.4,190.0,1.0,Stasiun Klimatologi Banten,1
1032,2019-04-03,27.1,84.0,5.4,90.0,1.0,Stasiun Klimatologi Banten,0
1033,2019-04-04,28.7,78.0,5.2,130.0,1.0,Stasiun Klimatologi Banten,0
1034,2019-04-05,28.1,83.0,19.6,220.0,2.0,Stasiun Klimatologi Banten,0
1035,2019-04-06,27.2,84.0,0.8,250.0,2.0,Stasiun Klimatologi Banten,0
1036,2019-04-07,26.9,88.0,44.3,230.0,1.0,Stasiun Klimatologi Banten,0
1037,2019-04-08,28.1,86.0,38.5,250.0,1.0,Stasiun Klimatologi Banten,0
1038,2019-04-09,28.7,82.0,0.0,240.0,2.0,Stasiun Klimatologi Banten,0
1039,2019-04-10,28.8,84.0,1.4,250.0,1.0,Stasiun Klimatologi Banten,0
1040,2019-04-11,29.0,80.0,1.4,250.0,2.0,Stasiun Klimatologi Banten,0
1041,2019-04-12,28.3,82.0,1.4,250.0,1.0,Stasiun Klimatologi Banten,0
1042,2019-04-13,28.7,81.0,3.7,260.0,1.0,Stasiun Klimatologi Banten,0
1043,2019-04-14,28.8,77.0,1.3,260.0,1.0,Stasiun Klimatologi Banten,0
1044,2019-04-15,28.1,83.0,1.4,60.0,1.0,Stasiun Klimatologi Banten,0
1045,2019-04-16,27.7,82.0,1.0,280.0,0.0,Stasiun Klimatologi Banten,1
1046,2019-04-17,28.3,80.0,19.0,70.0,1.0,Stasiun Klimatologi Banten,0
1047,2019-04-18,29.2,80.0,0.0,90.0,2.0,Stasiun Klimatologi Banten,0
1048,2019-04-19,28.3,83.0,1.4,70.0,1.0,Stasiun Klimatologi Banten,0
1049,2019-04-20,27.1,88.0,8.7,260.0,1.0,Stasiun Klimatologi Banten,0
1050,2019-04-21,29.2,78.0,1.4,60.0,2.0,Stasiun Klimatologi Banten,0
1051,2019-04-22,29.4,74.0,1.4,70.0,3.0,Stasiun Klimatologi Banten,0
1052,2019-04-23,30.2,70.0,1.4,80.0,2.0,Stasiun Klimatologi Banten,0
1053,2019-04-24,26.8,90.0,1.4,90.0,1.0,Stasiun Klimatologi Banten,1
1054,2019-04-25,28.1,79.0,49.6,100.0,2.0,Stasiun Klimatologi Banten,0
1055,2019-04-26,27.4,88.0,13.2,280.0,1.0,Stasiun Klimatologi Banten,1
1056,2019-04-27,26.8,90.0,46.7,190.0,1.0,Stasiun Klimatologi Banten,1
1057,2019-04-28,27.2,88.0,49.6,60.0,1.0,Stasiun Klimatologi Banten,0
1058,2019-04-29,27.8,89.0,0.2,90.0,1.0,Stasiun Klimatologi Banten,0
1059,2019-04-30,27.8,89.0,20.7,270.0,1.0,Stasiun Klimatologi Banten,1
1060,2019-05-01,27.3,79.0,2.7,250.0,4.0,Stasiun Klimatologi Banten,0
1061,2019-05-02,28.6,79.0,1.4,250.0,3.0,Stasiun Klimatologi Banten,0
1062,2019-05-03,28.5,78.0,0.0,300.0,1.0,Stasiun Klimatologi Banten,0
1063,2019-05-04,28.6,82.0,1.4,170.0,2.0,Stasiun Klimatologi Banten,1
1064,2019-05-05,28.4,79.0,22.2,180.0,2.0,Stasiun Klimatologi Banten,0
1065,2019-05-06,28.1,80.0,2.2,60.0,1.0,Stasiun Klimatologi Banten,1
1066,2019-05-07,28.1,83.0,1.4,90.0,1.0,Stasiun Klimatologi Banten,0
1067,2019-05-08,27.8,85.0,23.0,50.0,1.0,Stasiun Klimatologi Banten,0
1068,2019-05-09,27.1,88.0,1.3,270.0,1.0,Stasiun Klimatologi Banten,0
1069,2019-05-10,27.6,87.0,73.4,40.0,1.0,Stasiun Klimatologi Banten,0
1070,2019-05-11,28.4,81.0,17.8,70.0,2.0,Stasiun Klimatologi Banten,0
1071,2019-05-12,28.7,80.0,0.0,170.0,2.0,Stasiun Klimatologi Banten,0
1072,2019-05-13,28.8,78.0,1.4,50.0,1.0,Stasiun Klimatologi Banten,0
1073,2019-05-14,29.4,75.0,1.4,50.0,2.0,Stasiun Klimatologi Banten,0
1074,2019-05-15,28.8,78.0,1.4,70.0,2.0,Stasiun Klimatologi Banten,0
1075,2019-05-16,28.0,85.0,2.1,130.0,1.0,Stasiun Klimatologi Banten,0
1076,2019-05-17,28.4,82.0,25.9,50.0,1.0,Stasiun Klimatologi Banten,0
1077,2019-05-18,28.6,74.0,2.5,50.0,1.0,Stasiun Klimatologi Banten,0
1078,2019-05-19,28.8,76.0,1.4,60.0,1.0,Stasiun Klimatologi Banten,0
1079,2019-05-20,29.2,78.0,1.4,50.0,1.0,Stasiun Klimatologi Banten,0
1080,2019-05-21,29.1,74.0,0.0,70.0,1.0,Stasiun Klimatologi Banten,0
1081,2019-05-22,29.7,74.0,1.4,40.0,2.0,Stasiun Klimatologi Banten,0
1082,2019-05-23,29.6,69.0,1.4,110.0,2.0,Stasiun Klimatologi Banten,0
1083,2019-05-24,29.3,68.0,0.0,80.0,3.0,Stasiun Klimatologi Banten,0
1084,2019-05-25,29.5,73.0,1.4,40.0,1.0,Stasiun Klimatologi Banten,0
1085,2019-05-26,29.3,72.0,1.4,80.0,1.0,Stasiun Klimatologi Banten,0
1086,2019-05-27,29.6,72.0,1.4,100.0,2.0,Stasiun Klimatologi Banten,0
1087,2019-05-28,29.8,71.0,1.4,70.0,2.0,Stasiun Klimatologi Banten,0
1088,2019-05-29,29.5,74.0,0.0,60.0,2.0,Stasiun Klimatologi Banten,0
1089,2019-05-30,29.1,76.0,0.0,50.0,2.0,Stasiun Klimatologi Banten,1
1090,2019-05-31,29.2,74.0,1.4,40.0,1.0,Stasiun Klimatologi Banten,0
1091,2019-06-01,29.0,73.0,1.4,220.0,1.0,Stasiun Klimatologi Banten,0
1092,2019-06-02,27.9,82.0,1.4,290.0,1.0,Stasiun Klimatologi Banten,0
1093,2019-06-03,27.8,77.0,6.1,100.0,0.0,Stasiun Klimatologi Banten,0
1094,2019-06-04,28.7,72.0,1.4,60.0,2.0,Stasiun Klimatologi Banten,0
1095,2019-06-05,29.0,72.0,0.0,110.0,2.0,Stasiun Klimatologi Banten,0
1096,2019-06-06,29.6,73.0,1.4,50.0,2.0,Stasiun Klimatologi Banten,0
1097,2019-06-07,28.9,78.0,1.4,90.0,1.0,Stasiun Klimatologi Banten,0
1098,2019-06-08,27.6,79.0,31.6,250.0,1.0,Stasiun Klimatologi Banten,0
1099,2019-06-09,27.8,82.0,39.4,110.0,1.0,Stasiun Klimatologi Banten,0
1100,2019-06-10,27.8,80.0,1.4,160.0,1.0,Stasiun Klimatologi Banten,0
1101,2019-06-11,28.6,77.0,4.8,120.0,1.0,Stasiun Klimatologi Banten,0
1102,2019-06-12,28.8,76.0,1.4,260.0,1.0,Stasiun Klimatologi Banten,0
1103,2019-06-13,29.4,80.0,1.4,70.0,1.0,Stasiun Klimatologi Banten,0
1104,2019-06-14,27.8,83.0,0.0,230.0,1.0,Stasiun Klimatologi Banten,0
1105,2019-06-15,28.6,81.0,16.5,70.0,1.0,Stasiun Klimatologi Banten,0
1106,2019-06-16,29.1,81.0,1.4,160.0,1.0,Stasiun Klimatologi Banten,0
1107,2019-06-17,28.1,79.0,6.8,60.0,1.0,Stasiun Klimatologi Banten,0
1108,2019-06-18,27.8,73.0,1.4,70.0,2.0,Stasiun Klimatologi Banten,0
1109,2019-06-19,27.8,70.0,1.4,70.0,2.0,Stasiun Klimatologi Banten,0
1110,2019-06-20,28.4,71.0,0.0,250.0,1.0,Stasiun Klimatologi Banten,0
1111,2019-06-21,28.2,74.0,1.4,170.0,1.0,Stasiun Klimatologi Banten,0
1112,2019-06-22,28.0,73.0,1.4,130.0,1.0,Stasiun Klimatologi Banten,0
1113,2019-06-23,27.9,73.0,0.0,250.0,1.0,Stasiun Klimatologi Banten,0
1114,2019-06-24,27.9,71.0,1.4,140.0,1.0,Stasiun Klimatologi Banten,0
1115,2019-06-25,28.2,69.0,1.4,50.0,2.0,Stasiun Klimatologi Banten,0
1116,2019-06-26,27.9,73.0,0.0,40.0,2.0,Stasiun Klimatologi Banten,0
1117,2019-06-27,28.5,68.0,1.4,200.0,2.0,Stasiun Klimatologi Banten,0
1118,2019-06-28,28.5,72.0,1.4,220.0,1.0,Stasiun Klimatologi Banten,0
1119,2019-06-29,28.3,67.0,0.0,70.0,2.0,Stasiun Klimatologi Banten,0
1120,2019-06-30,28.5,69.0,1.4,60.0,1.0,Stasiun Klimatologi Banten,0
1121,2019-07-01,27.7,71.0,0.0,190.0,2.0,Stasiun Klimatologi Banten,0
1122,2019-07-02,28.1,69.0,1.4,60.0,2.0,Stasiun Klimatologi Banten,0
1123,2019-07-03,28.5,70.0,0.0,70.0,2.0,Stasiun Klimatologi Banten,0
1124,2019-07-04,28.3,80.0,1.4,200.0,2.0,Stasiun Klimatologi Banten,0
1125,2019-07-05,27.9,78.0,0.0,250.0,1.0,Stasiun Klimatologi Banten,0
1126,2019-07-06,28.6,72.0,3.0,50.0,2.0,Stasiun Klimatologi Banten,0
1127,2019-07-07,29.1,72.0,1.4,60.0,2.0,Stasiun Klimatologi Banten,0
1128,2019-07-08,28.9,72.0,0.0,90.0,2.0,Stasiun Klimatologi Banten,0
1129,2019-07-09,28.3,76.0,0.8,160.0,1.0,Stasiun Klimatologi Banten,0
1130,2019-07-10,27.4,70.0,1.4,80.0,2.0,Stasiun Klimatologi Banten,0
1131,2019-07-11,27.4,70.0,0.0,50.0,2.0,Stasiun Klimatologi Banten,0
1132,2019-07-12,27.6,70.0,1.4,130.0,1.0,Stasiun Klimatologi Banten,0
1133,2019-07-13,28.1,71.0,1.4,180.0,1.0,Stasiun Klimatologi Banten,0
1134,2019-07-14,27.4,74.0,0.0,100.0,1.0,Stasiun Klimatologi Banten,0
1135,2019-07-15,27.0,71.0,1.4,60.0,2.0,Stasiun Klimatologi Banten,0
