,date,Tavg,RH_avg,RR,ddd_x,ff_avg,station_name,flood
2949,2019-08-19,27.6,72.0,1.4,350.0,1.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2950,2019-08-20,28.1,70.0,1.4,50.0,3.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2951,2019-08-21,29.1,65.0,1.4,80.0,3.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2952,2019-08-22,28.9,71.0,1.4,50.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2953,2019-08-23,28.2,76.0,0.0,40.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2954,2019-08-24,27.8,73.0,1.4,20.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2955,2019-08-25,28.2,70.0,1.4,140.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2956,2019-08-26,28.3,72.0,1.4,30.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2957,2019-08-27,28.6,77.0,0.0,60.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2958,2019-08-28,28.8,78.0,1.4,40.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2959,2019-08-29,28.9,74.0,1.4,50.0,3.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2960,2019-08-30,28.6,71.0,1.4,40.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2961,2019-08-31,27.8,70.0,0.0,60.0,3.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2962,2019-09-01,28.0,73.0,1.4,50.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2963,2019-09-02,28.3,73.0,1.4,40.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2964,2019-09-03,28.8,76.0,1.4,10.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2965,2019-09-04,28.7,76.0,1.4,110.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2966,2019-09-05,29.7,70.0,1.4,90.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2967,2019-09-06,28.4,70.0,1.4,20.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2968,2019-09-07,28.7,71.0,0.0,120.0,3.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2969,2019-09-08,28.8,70.0,1.4,50.0,3.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2970,2019-09-09,28.6,72.0,0.0,40.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2971,2019-09-10,30.1,60.0,0.0,190.0,3.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2972,2019-09-11,28.5,66.0,0.0,80.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2973,2019-09-12,27.7,74.0,0.0,340.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2974,2019-09-13,27.7,68.0,1.4,50.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2975,2019-09-14,27.4,68.0,1.4,60.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2976,2019-09-15,27.7,72.0,1.4,30.0,3.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2977,2019-09-16,28.5,74.0,1.4,70.0,3.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2978,2019-09-17,28.5,74.0,1.4,50.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2979,2019-09-18,28.8,74.0,1.4,60.0,3.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2980,2019-09-19,28.8,74.0,1.4,80.0,3.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2981,2019-09-20,28.4,67.0,1.4,50.0,3.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2982,2019-09-21,28.9,66.0,0.0,140.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2983,2019-09-22,28.5,71.0,0.0,90.0,3.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2984,2019-09-23,28.7,72.0,1.4,100.0,3.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2985,2019-09-24,29.4,69.0,1.4,80.0,3.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2986,2019-09-25,29.0,74.0,1.4,50.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2987,2019-09-26,29.6,73.0,1.4,60.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2988,2019-09-27,29.7,72.0,0.0,50.0,3.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2989,2019-09-28,29.7,72.0,1.4,20.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2990,2019-09-29,29.9,69.0,1.4,40.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2991,2019-09-30,29.3,71.0,1.4,70.0,3.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2992,2019-10-01,28.5,73.0,1.4,10.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2993,2019-10-02,29.4,69.0,1.4,50.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2994,2019-10-03,29.3,70.0,0.0,80.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2995,2019-10-04,29.8,69.0,0.0,70.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2996,2019-10-05,29.6,64.0,1.4,50.0,3.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2997,2019-10-06,28.9,65.0,0.0,10.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2998,2019-10-07,29.4,67.0,0.0,80.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
2999,2019-10-08,29.2,71.0,1.4,20.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3000,2019-10-09,29.0,76.0,1.0,60.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3001,2019-10-10,29.3,74.0,1.4,30.0,1.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3002,2019-10-11,29.4,74.0,1.4,30.0,1.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3003,2019-10-12,28.9,74.0,1.4,10.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3004,2019-10-13,28.4,77.0,1.4,70.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3005,2019-10-14,29.0,75.0,1.4,340.0,1.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3006,2019-10-15,29.3,72.0,1.4,120.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3007,2019-10-16,29.1,75.0,0.0,30.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3008,2019-10-17,29.7,76.0,1.4,30.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3009,2019-10-18,29.5,71.0,1.4,20.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3010,2019-10-19,29.6,75.0,1.4,40.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3011,2019-10-20,29.9,70.0,1.4,70.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3012,2019-10-21,30.3,68.0,1.4,60.0,3.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3013,2019-10-22,30.0,68.0,0.0,350.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3014,2019-10-23,30.2,66.0,1.4,20.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3015,2019-10-24,29.8,70.0,1.4,90.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3016,2019-10-25,29.7,74.0,1.4,40.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3017,2019-10-26,29.4,73.0,0.0,70.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3018,2019-10-27,29.5,74.0,1.4,50.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3019,2019-10-28,29.4,75.0,1.4,30.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3020,2019-10-29,29.4,74.0,1.4,30.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3021,2019-10-30,29.2,70.0,1.4,330.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3022,2019-10-31,29.8,69.0,0.0,10.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3023,2019-11-01,28.7,74.0,0.0,220.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3024,2019-11-02,29.2,70.0,29.1,30.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3025,2019-11-03,29.2,71.0,1.4,360.0,1.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3026,2019-11-04,29.3,70.0,1.4,60.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3027,2019-11-05,29.5,73.0,1.4,200.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3028,2019-11-06,29.2,71.0,27.5,120.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3029,2019-11-07,28.6,72.0,1.4,20.0,1.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3030,2019-11-08,29.0,74.0,1.4,350.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3031,2019-11-09,29.6,64.0,1.4,40.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3032,2019-11-10,29.5,72.0,0.0,40.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3033,2019-11-11,30.0,71.0,0.0,30.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3034,2019-11-12,30.1,72.0,1.4,350.0,1.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3035,2019-11-13,30.6,70.0,1.4,50.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3036,2019-11-14,28.5,77.0,1.4,120.0,3.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3037,2019-11-15,30.3,72.0,2.5,30.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3038,2019-11-16,29.9,70.0,0.0,20.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3039,2019-11-17,29.8,70.0,0.0,30.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3040,2019-11-18,29.7,72.0,1.4,40.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3041,2019-11-19,29.6,74.0,1.4,30.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3042,2019-11-20,30.1,70.0,0.0,10.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3043,2019-11-21,29.2,76.0,1.4,10.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3044,2019-11-22,29.9,73.0,0.3,320.0,1.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3045,2019-11-23,29.9,73.0,1.4,210.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3046,2019-11-24,29.7,72.0,1.4,50.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3047,2019-11-25,29.8,76.0,6.5,350.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3048,2019-11-26,30.0,74.0,0.0,10.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3049,2019-11-27,30.1,74.0,1.4,20.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3050,2019-11-28,30.0,74.0,1.4,60.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3051,2019-11-29,30.1,74.0,1.4,80.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3052,2019-11-30,28.0,82.0,2.1,340.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3053,2019-12-01,30.1,75.0,12.0,30.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3054,2019-12-02,30.2,73.0,3.5,40.0,1.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3055,2019-12-03,30.3,74.0,1.4,230.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3056,2019-12-04,29.8,76.0,1.4,240.0,3.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3057,2019-12-05,29.4,78.0,10.0,310.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3058,2019-12-06,28.9,80.0,1.4,300.0,3.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3059,2019-12-07,27.7,84.0,4.3,300.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3060,2019-12-08,28.3,83.0,11.0,300.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3061,2019-12-09,29.3,74.0,1.4,50.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3062,2019-12-10,28.7,78.0,0.0,30.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3063,2019-12-11,28.5,74.0,0.0,30.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3064,2019-12-12,27.6,82.0,1.4,100.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3065,2019-12-13,28.5,78.0,3.4,330.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3066,2019-12-14,28.9,75.0,1.4,300.0,1.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3067,2019-12-15,29.3,76.0,1.4,350.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3068,2019-12-16,29.0,80.0,0.0,270.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3069,2019-12-17,27.3,84.0,3.3,340.0,1.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3070,2019-12-18,28.7,78.0,1.4,40.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3071,2019-12-19,28.6,80.0,1.4,310.0,1.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3072,2019-12-20,29.1,77.0,1.4,320.0,1.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3073,2019-12-21,29.6,76.0,0.0,330.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3074,2019-12-22,27.6,85.0,54.0,250.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3075,2019-12-23,28.4,81.0,5.5,190.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3076,2019-12-24,29.0,77.0,7.6,30.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3077,2019-12-25,26.6,93.0,102.5,270.0,1.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3078,2019-12-26,28.2,82.0,44.0,340.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3079,2019-12-27,27.6,86.0,2.5,270.0,1.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3080,2019-12-28,27.5,83.0,50.2,270.0,1.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3081,2019-12-29,27.2,86.0,13.2,300.0,1.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3082,2019-12-30,29.0,79.0,1.2,340.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3083,2019-12-31,27.6,84.0,0.0,350.0,4.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3084,2020-01-01,27.4,88.0,146.1,320.0,3.0,Stasiun Meteorologi Maritim Tanjung Priok,1
3085,2020-01-02,27.9,83.0,13.5,320.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3086,2020-01-03,28.6,79.0,0.0,350.0,3.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3087,2020-01-04,28.2,85.0,6.4,300.0,3.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3088,2020-01-05,27.8,86.0,1.1,290.0,3.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3089,2020-01-06,27.2,87.0,54.0,310.0,3.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3090,2020-01-07,27.3,88.0,16.9,310.0,3.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3091,2020-01-08,28.1,80.0,0.2,300.0,3.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3092,2020-01-09,28.4,82.0,69.4,270.0,4.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3093,2020-01-10,25.9,88.0,20.1,280.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3094,2020-01-11,26.6,86.0,21.0,270.0,3.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3095,2020-01-12,28.3,79.0,4.5,300.0,3.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3096,2020-01-13,27.4,87.0,0.4,270.0,3.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3097,2020-01-14,28.9,78.0,0.3,320.0,3.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3098,2020-01-15,28.2,82.0,35.0,270.0,1.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3099,2020-01-16,28.5,82.0,1.4,300.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3100,2020-01-17,28.9,79.0,1.1,330.0,3.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3101,2020-01-18,27.4,84.0,23.5,300.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3102,2020-01-19,28.5,81.0,2.2,340.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3103,2020-01-20,29.0,80.0,1.4,320.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3104,2020-01-21,28.7,82.0,1.4,310.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3105,2020-01-22,28.8,81.0,1.4,300.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3106,2020-01-23,28.1,86.0,10.6,330.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3107,2020-01-24,27.0,91.0,19.9,320.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,1
3108,2020-01-25,27.5,87.0,112.3,300.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3109,2020-01-26,28.3,84.0,2.0,40.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3110,2020-01-27,28.9,80.0,1.5,320.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,1
3111,2020-01-28,28.8,82.0,3.7,340.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,1
3112,2020-01-29,29.6,81.0,1.4,280.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3113,2020-01-30,27.3,82.0,41.5,320.0,1.0,Stasiun Meteorologi Maritim Tanjung Priok,1
3114,2020-01-31,28.5,82.0,0.0,320.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,1
3115,2020-02-01,26.1,93.0,42.9,20.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,1
3116,2020-02-02,26.7,90.0,86.1,280.0,1.0,Stasiun Meteorologi Maritim Tanjung Priok,1
3117,2020-02-03,27.0,89.0,39.3,300.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,1
3118,2020-02-04,26.9,86.0,38.6,280.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,1
3119,2020-02-05,27.9,85.0,1.1,290.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3120,2020-02-06,27.0,90.0,1.8,300.0,3.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3121,2020-02-07,26.6,89.0,0.5,310.0,3.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3122,2020-02-08,27.2,82.0,155.5,280.0,1.0,Stasiun Meteorologi Maritim Tanjung Priok,1
3123,2020-02-09,26.6,82.0,5.2,290.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,1
3124,2020-02-10,28.6,76.0,10.4,270.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3125,2020-02-11,29.8,76.0,1.4,270.0,1.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3126,2020-02-12,29.1,75.0,2.5,40.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3127,2020-02-13,28.6,80.0,1.4,70.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3128,2020-02-14,27.8,84.0,0.0,360.0,1.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3129,2020-02-15,28.6,83.0,2.4,340.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3130,2020-02-16,27.9,84.0,1.4,340.0,3.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3131,2020-02-17,27.8,84.0,21.6,310.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3132,2020-02-18,27.5,86.0,7.5,300.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3133,2020-02-19,27.6,84.0,6.5,310.0,3.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3134,2020-02-20,27.2,87.0,77.1,300.0,3.0,Stasiun Meteorologi Maritim Tanjung Priok,1
3135,2020-02-21,28.1,84.0,36.1,330.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3136,2020-02-22,27.9,86.0,61.3,330.0,3.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3137,2020-02-23,28.7,82.0,27.2,300.0,4.0,Stasiun Meteorologi Maritim Tanjung Priok,1
3138,2020-02-24,29.3,78.0,1.4,310.0,3.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3139,2020-02-25,27.7,87.0,92.3,260.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,1
3140,2020-02-26,28.6,82.0,3.2,300.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3141,2020-02-27,28.1,87.0,2.7,340.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3142,2020-02-28,27.7,87.0,60.9,330.0,1.0,Stasiun Meteorologi Maritim Tanjung Priok,1
3143,2020-02-29,27.5,90.0,1.8,310.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3144,2020-03-01,27.6,89.0,22.1,280.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,1
3145,2020-03-02,28.2,85.0,32.4,300.0,1.0,Stasiun Meteorologi Maritim Tanjung Priok,1
3146,2020-03-03,28.8,80.0,1.0,320.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3147,2020-03-04,28.2,85.0,7.2,270.0,3.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3148,2020-03-05,28.1,79.0,0.6,270.0,3.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3149,2020-03-06,28.9,82.0,1.7,330.0,3.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3150,2020-03-07,28.3,77.0,0.0,320.0,3.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3151,2020-03-08,29.1,75.0,1.4,260.0,3.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3152,2020-03-09,30.0,70.0,1.4,270.0,4.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3153,2020-03-10,29.9,74.0,0.0,330.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3154,2020-03-11,29.6,80.0,1.4,270.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3155,2020-03-12,27.9,88.0,8.9,270.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3156,2020-03-13,27.6,82.0,46.6,280.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3157,2020-03-14,29.3,80.0,0.0,40.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3158,2020-03-15,29.4,81.0,1.7,10.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3159,2020-03-16,28.4,81.0,4.4,40.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3160,2020-03-17,29.0,78.0,5.1,30.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3161,2020-03-18,27.8,88.0,4.0,330.0,1.0,Stasiun Meteorologi Maritim Tanjung Priok,1
3162,2020-03-19,28.0,85.0,1.4,310.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3163,2020-03-20,27.3,86.0,47.2,300.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3164,2020-03-21,27.9,84.0,3.0,50.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3165,2020-03-22,28.6,80.0,0.0,110.0,1.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3166,2020-03-23,28.3,82.0,15.4,330.0,1.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3167,2020-03-24,28.8,81.0,6.5,320.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3168,2020-03-25,28.4,81.0,1.4,40.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3169,2020-03-26,28.4,81.0,1.4,70.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3170,2020-03-27,28.6,81.0,2.5,290.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3171,2020-03-28,29.2,81.0,1.4,10.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3172,2020-03-29,29.4,80.0,1.4,20.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3173,2020-03-30,28.5,80.0,1.4,310.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3174,2020-03-31,28.7,82.0,0.8,340.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3175,2020-04-01,28.1,82.0,31.6,10.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3176,2020-04-02,29.9,75.0,1.4,310.0,3.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3177,2020-04-03,29.6,76.0,0.0,330.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3178,2020-04-04,29.5,78.0,1.4,320.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3179,2020-04-05,29.3,78.0,0.0,320.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3180,2020-04-06,28.1,83.0,0.0,280.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3181,2020-04-07,28.8,78.0,13.2,250.0,4.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3182,2020-04-08,28.7,80.0,1.4,320.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3183,2020-04-09,29.3,80.0,1.4,60.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3184,2020-04-10,29.0,84.0,1.4,320.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3185,2020-04-11,29.4,80.0,6.6,360.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3186,2020-04-12,30.0,79.0,1.4,40.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3187,2020-04-13,28.7,82.0,3.3,130.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3188,2020-04-14,28.3,84.0,57.5,100.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3189,2020-04-15,28.8,83.0,1.5,350.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,1
3190,2020-04-16,29.2,80.0,0.0,60.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3191,2020-04-17,29.9,78.0,0.0,10.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3192,2020-04-18,29.1,79.0,1.4,350.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3193,2020-04-19,29.6,76.0,1.4,50.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3194,2020-04-20,30.4,77.0,0.0,30.0,2.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3195,2020-04-21,30.4,75.0,0.0,130.0,3.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3196,2020-04-22,29.9,76.0,1.4,50.0,3.0,Stasiun Meteorologi Maritim Tanjung Priok,0
3197,2020-04-23,30.6,74.0,0.0,80.0,4.0,Stasiun Meteorologi Maritim Tanjung Priok,0
